Date,SalesRep,Region,Product,Color,Units,Revenue,,,,,,,,,,,,
42699,Adam,South,Sunbell,Blue,23,603.99,,,,,,,,,,,,
42699,Jessica,West,Quad,Red,2,41,,,,,,,,,,,,
42699,Mike,South,Sunshine,Red,3,62.85,,,,,,,,,,,,
42699,Adam,West,Carlota,Red,3,71.85,,,,,,,,,,,,
42700,Julie,South,Aspen,Clear,3,63,,,,,,,,,,,,
42700,Nabil,West,Sunbell,Rainbow,23,527.4,,,,,,,,,,,,
42700,Julie,West,Sunbell,Blue,1,28,,,,,,,,,,,,
42700,Adam,West,Quad,Red,1,37,,,,,,,,,,,,
42700,Julie,East,Quad,Red,2,67,,,,,,,,,,,,
42700,Mike,West,Sunbell,Rainbow,3,75,,,,,,,,,,,,
42700,Nicole,West,Sunshine,Rainbow,1,22.95,,,,,,,,,,,,
42701,Mike,South,Doublers,Rainbow,1,25.5,,,,,,,,,,,,
42701,Jessica,West,Bellen,Blue,2,48.9,,,,,,,,,,,,
42701,Mike,West,Bellen,Red,2,61,,,,,,,,,,,,
42701,Nicole,West,Carlota,Purple,3,71.85,,,,,,,,,,,,
42701,Jessica,East,Doublers,Blue,1,25.5,,,,,,,,,,,,
42702,Julie,South,Aspen,Blue,13,311.75,,,,,,,,,,,,
42702,Julie,West,Sunshine,Blue,3,62.85,,,,,,,,,,,,
42702,Julie,East,Doublers,Red,15,337.95,,,,,,,,,,,,
42702,Nabil,West,Carlota,Blue,1,25.95,,,,,,,,,,,,
42702,Nabil,East,Sunbell,Red,3,82.5,,,,,,,,,,,,
42702,Nabil,South,Bellen,Clear,2,48.9,,,,,,,,,,,,
42703,Jessica,South,Quad,Purple,1,36,,,,,,,,,,,,
42703,Jessica,West,Aspen,Blue,2,43,,,,,,,,,,,,
42704,Nicole,South,Doublers,Red,2,50,,,,,,,,,,,,
42704,Adam,West,Bellen,Clear,2,61,,,,,,,,,,,,
42704,Mike,West,Sunshine,Red,2,42.9,,,,,,,,,,,,
42704,Mike,South,Bellen,Rainbow,7,163.65,,,,,,,,,,,,
42704,Jessica,East,Aspen,Blue,1,27,,,,,,,,,,,,
42704,Mike,East,Sunbell,Clear,3,72,,,,,,,,,,,,
42705,Adam,East,Carlota,Blue,3,71.85,,,,,,,,,,,,
42705,Julie,West,Carlota,Blue,1,25.95,,,,,,,,,,,,
42705,Mike,South,Aspen,Blue,2,51,,,,,,,,,,,,
42706,Jessica,South,Aspen,Rainbow,2,51,,,,,,,,,,,,
42706,Mike,South,Bellen,Blue,18,395.4,,,,,,,,,,,,
42706,Jessica,South,Bellen,Red,1,25.95,,,,,,,,,,,,
42706,Julie,West,Sunbell,Clear,1,30.5,,,,,,,,,,,,
42707,Julie,East,Bellen,Rainbow,4,115,,,,,,,,,,,,
42707,Mike,West,Bellen,Red,2,48.9,,,,,,,,,,,,
42707,Julie,West,Sunshine,Blue,2,42.9,,,,,,,,,,,,
42707,Julie,East,Quad,Blue,3,99,,,,,,,,,,,,
42707,Mike,West,Doublers,Red,3,73.5,,,,,,,,,,,,
42707,Mike,West,Bellen,Red,3,93,,,,,,,,,,,,
42708,Jessica,South,Quad,Blue,2,71,,,,,,,,,,,,
42708,Nabil,West,Carlota,Red,2,48.9,,,,,,,,,,,,
42708,Adam,West,Sunbell,Red,2,58,,,,,,,,,,,,
42708,Julie,South,Bellen,Blue,1,32,,,,,,,,,,,,
42708,Julie,South,Aspen,Rainbow,3,63,,,,,,,,,,,,
42708,Mike,West,Quad,Red,3,105,,,,,,,,,,,,
42708,Adam,West,Sunshine,Purple,1,22.95,,,,,,,,,,,,
42708,Jessica,West,Quad,Red,2,39,,,,,,,,,,,,
42709,Jessica,East,Quad,Red,1,36,,,,,,,,,,,,
42709,Adam,West,Quad,Rainbow,1,36,,,,,,,,,,,,
42709,Nabil,West,Aspen,Rainbow,1,28,,,,,,,,,,,,
42709,Julie,West,Sunshine,Clear,3,62.85,,,,,,,,,,,,
42709,Julie,West,Sunbell,Red,1,28,,,,,,,,,,,,
42710,Mike,East,Sunshine,Blue,17,309,,,,,,,,,,,,
42710,Mike,West,Doublers,Rainbow,3,73.5,,,,,,,,,,,,
42710,Jessica,West,Aspen,Purple,1,23,,,,,,,,,,,,
42710,Julie,West,Doublers,Red,7,562.65,,,,,,,,,,,,
42710,Jessica,West,Aspen,Rainbow,12,288,,,,,,,,,,,,
42710,Jessica,West,Aspen,Blue,3,66,,,,,,,,,,,,
42710,Mike,West,Sunbell,Clear,3,85.5,,,,,,,,,,,,
42711,Julie,South,Carlota,Red,1,25.95,,,,,,,,,,,,
42711,Jessica,West,Quad,Red,2,41,,,,,,,,,,,,
42711,Mike,East,Bellen,Red,10,232.5,,,,,,,,,,,,
42711,Nabil,South,Quad,Clear,1,36,,,,,,,,,,,,
42711,Nicole,South,Carlota,Clear,19,417.2,,,,,,,,,,,,
42712,Mike,East,Sunshine,Red,2,40.9,,,,,,,,,,,,
42712,Mike,East,Quad,Red,1,35,,,,,,,,,,,,
42712,Julie,East,Doublers,Red,1,26.5,,,,,,,,,,,,
42712,Adam,East,Sunbell,Clear,3,85.5,,,,,,,,,,,,
42712,Adam,West,Aspen,Rainbow,1,24,,,,,,,,,,,,
42712,Jessica,West,Doublers,Red,1,26.5,,,,,,,,,,,,
42713,Nabil,South,Aspen,Clear,11,212,,,,,,,,,,,,
42713,Mike,East,Bellen,Red,1,31,,,,,,,,,,,,
42713,Adam,West,Sunshine,Red,2,42.9,,,,,,,,,,,,
42713,Adam,East,Sunbell,Clear,4,113,,,,,,,,,,,,
42713,Adam,West,Quad,Blue,1,36,,,,,,,,,,,,
42713,Adam,West,Bellen,Red,2,61,,,,,,,,,,,,
42714,Adam,South,Carlota,Red,3,71.85,,,,,,,,,,,,
42714,Mike,East,Quad,Clear,1,21,,,,,,,,,,,,
42714,Julie,West,Quad,Purple,8,275,,,,,,,,,,,,
42714,Nicole,East,Bellen,Clear,1,31,,,,,,,,,,,,
42715,Nicole,South,Doublers,Clear,2,50,,,,,,,,,,,,
42715,Adam,East,Sunshine,Rainbow,3,59.85,,,,,,,,,,,,
42715,Jessica,East,Quad,Blue,5,93,,,,,,,,,,,,
42715,Mike,East,Sunbell,Clear,2,51,,,,,,,,,,,,
42716,Mike,East,Aspen,Purple,1,26,,,,,,,,,,,,
42716,Mike,East,Aspen,Red,4,99,,,,,,,,,,,,
42716,Mike,West,Carlota,Clear,3,71.85,,,,,,,,,,,,
42717,Jessica,South,Doublers,Red,1,25.5,,,,,,,,,,,,
42717,Julie,East,Sunbell,Blue,1,26,,,,,,,,,,,,
42717,Jessica,East,Carlota,Rainbow,3,68.85,,,,,,,,,,,,
42717,Mike,West,Quad,Rainbow,2,69,,,,,,,,,,,,
42718,Adam,East,Sunshine,Red,3,62.85,,,,,,,,,,,,
42718,Adam,West,Bellen,Clear,1,25.95,,,,,,,,,,,,
42719,Mike,South,Bellen,Rainbow,2,63,,,,,,,,,,,,
42719,Julie,East,Sunbell,Clear,3,82.5,,,,,,,,,,,,
42719,Jessica,South,Quad,Rainbow,3,102,,,,,,,,,,,,
42719,Julie,West,Sunbell,Blue,2,53,,,,,,,,,,,,
42720,Mike,West,Carlota,Clear,2,48.9,,,,,,,,,,,,
42720,Jessica,East,Aspen,Blue,2,43,,,,,,,,,,,,
42720,Nabil,South,Sunshine,Clear,3,62.85,,,,,,,,,,,,
42720,Mike,East,Bellen,Clear,2,59,,,,,,,,,,,,
42720,Mike,West,Aspen,Purple,2,43,,,,,,,,,,,,
42721,Nabil,South,Carlota,Blue,2,48.9,,,,,,,,,,,,
42721,Julie,West,Quad,Red,3,60,,,,,,,,,,,,
42721,Mike,East,Sunshine,Clear,3,59.85,,,,,,,,,,,,
42722,Adam,West,Sunshine,Red,1,22.95,,,,,,,,,,,,
42722,Nicole,West,Quad,Rainbow,1,37,,,,,,,,,,,,
42722,Julie,South,Quad,Clear,2,39,,,,,,,,,,,,
42722,Nicole,West,Carlota,Blue,3,71.85,,,,,,,,,,,,
42722,Mike,East,Aspen,Blue,1,26,,,,,,,,,,,,
42722,Nabil,South,Bellen,Red,2,48.9,,,,,,,,,,,,
42722,Jessica,West,Quad,Red,2,71,,,,,,,,,,,,
42722,Nabil,South,Doublers,Clear,3,70.5,,,,,,,,,,,,
42723,Nicole,West,Aspen,Blue,2,53,,,,,,,,,,,,
42723,Nicole,West,Carlota,Rainbow,1,25.95,,,,,,,,,,,,
42723,Adam,South,Quad,Rainbow,2,39,,,,,,,,,,,,
42723,Jessica,East,Doublers,Rainbow,2,162.9,,,,,,,,,,,,
42723,Nabil,East,Bellen,Blue,2,46.9,,,,,,,,,,,,
42723,Mike,West,Sunshine,Rainbow,3,62.85,,,,,,,,,,,,
42723,Nicole,West,Aspen,Purple,22,421,,,,,,,,,,,,
42723,Mike,East,Sunbell,Blue,2,49,,,,,,,,,,,,
42723,Nicole,West,Quad,Red,3,102,,,,,,,,,,,,
42724,Nabil,South,Quad,Red,2,69,,,,,,,,,,,,
42724,Nicole,South,Aspen,Clear,1,24,,,,,,,,,,,,
42724,Julie,South,Bellen,Clear,4,119,,,,,,,,,,,,
42724,Nabil,West,Bellen,Purple,1,25.95,,,,,,,,,,,,
42725,Julie,East,Bellen,Red,2,59,,,,,,,,,,,,
42725,Mike,West,Quad,Clear,4,75,,,,,,,,,,,,
42725,Nicole,West,Sunbell,Rainbow,1,27,,,,,,,,,,,,
42726,Nabil,South,Bellen,Blue,2,61,,,,,,,,,,,,
42726,Jessica,East,Quad,Purple,3,102,,,,,,,,,,,,
42726,Nabil,South,Carlota,Rainbow,1,25.95,,,,,,,,,,,,
42726,Julie,West,Sunbell,Blue,3,75,,,,,,,,,,,,
42727,Mike,East,Doublers,Blue,3,73.5,,,,,,,,,,,,
42727,Julie,South,Quad,Purple,3,102,,,,,,,,,,,,
42727,Nabil,South,Quad,Rainbow,1,36,,,,,,,,,,,,
42727,Mike,East,Aspen,Red,3,60,,,,,,,,,,,,
42727,Nabil,West,Aspen,Rainbow,3,78,,,,,,,,,,,,
42727,Mike,East,Bellen,Red,2,46.9,,,,,,,,,,,,
42727,Jessica,South,Aspen,Rainbow,3,75,,,,,,,,,,,,
42727,Julie,East,Bellen,Rainbow,3,71.85,,,,,,,,,,,,
42727,Jessica,East,Carlota,Purple,2,48.9,,,,,,,,,,,,
42727,Julie,South,Carlota,Red,1,25.95,,,,,,,,,,,,
42727,Nabil,West,Carlota,Blue,1,25.95,,,,,,,,,,,,
42727,Nabil,South,Quad,Blue,15,473.25,,,,,,,,,,,,
42727,Mike,West,Sunbell,Red,2,51,,,,,,,,,,,,
42727,Mike,West,Bellen,Blue,1,32,,,,,,,,,,,,
42727,Mike,West,Doublers,Rainbow,1,26.5,,,,,,,,,,,,
42727,Nabil,West,Sunbell,Blue,1,28,,,,,,,,,,,,
42728,Mike,East,Sunshine,Blue,2,40.9,,,,,,,,,,,,
42728,Mike,West,Quad,Red,2,71,,,,,,,,,,,,
42728,Nabil,West,Doublers,Rainbow,3,73.5,,,,,,,,,,,,
42728,Jessica,East,Aspen,Red,2,49,,,,,,,,,,,,
42728,Jessica,West,Quad,Red,2,71,,,,,,,,,,,,
42728,Mike,East,Aspen,Red,2,51,,,,,,,,,,,,
42728,Julie,South,Sunshine,Red,2,42.9,,,,,,,,,,,,
42729,Julie,West,Quad,Purple,2,41,,,,,,,,,,,,
42729,Mike,West,Sunshine,Clear,3,62.85,,,,,,,,,,,,
42730,Adam,East,Doublers,Blue,3,242.85,,,,,,,,,,,,
42730,Jessica,South,Aspen,Red,5,123,,,,,,,,,,,,
42730,Julie,East,Quad,Clear,3,99,,,,,,,,,,,,
42730,Nabil,South,Sunshine,Purple,2,42.9,,,,,,,,,,,,
42730,Jessica,West,Doublers,Red,2,162.9,,,,,,,,,,,,
42730,Julie,South,Bellen,Blue,2,48.9,,,,,,,,,,,,
42730,Nabil,South,Doublers,Red,4,93,,,,,,,,,,,,
42731,Mike,West,Carlota,Clear,2,48.9,,,,,,,,,,,,
42731,Jessica,South,Sunbell,Clear,1,29.5,,,,,,,,,,,,
42731,Nabil,West,Bellen,Clear,2,48.9,,,,,,,,,,,,
42731,Julie,East,Bellen,Red,1,31,,,,,,,,,,,,
42731,Julie,West,Sunshine,Rainbow,1,22.95,,,,,,,,,,,,
42731,Mike,East,Quad,Clear,1,35,,,,,,,,,,,,
42731,Mike,East,Bellen,Blue,2,46.9,,,,,,,,,,,,
42732,Nabil,East,Quad,Red,16,504.6,,,,,,,,,,,,
42732,Julie,South,Bellen,Purple,3,71.85,,,,,,,,,,,,
42732,Jessica,West,Sunshine,Purple,2,42.9,,,,,,,,,,,,
42732,Nabil,West,Quad,Blue,3,105,,,,,,,,,,,,
42733,Mike,East,Quad,Blue,2,67,,,,,,,,,,,,
42733,Nicole,West,Sunbell,Clear,4,103,,,,,,,,,,,,
42733,Nicole,East,Sunbell,Purple,1,27,,,,,,,,,,,,
42733,Nabil,West,Doublers,Rainbow,2,162.9,,,,,,,,,,,,
42733,Julie,South,Carlota,Red,2,48.9,,,,,,,,,,,,
42734,Mike,East,Bellen,Clear,4,90.8,,,,,,,,,,,,
42734,Jessica,South,Sunshine,Blue,1,22.95,,,,,,,,,,,,
42734,Nabil,West,Bellen,Red,2,48.9,,,,,,,,,,,,
42734,Mike,West,Doublers,Clear,1,26.5,,,,,,,,,,,,
42734,Mike,East,Carlota,Rainbow,3,68.85,,,,,,,,,,,,
42734,Nabil,West,Quad,Clear,2,71,,,,,,,,,,,,
42735,Adam,South,Bellen,Blue,2,48.9,,,,,,,,,,,,
42735,Mike,East,Bellen,Red,3,87,,,,,,,,,,,,
42735,Jessica,West,Quad,Blue,3,105,,,,,,,,,,,,
42735,Nabil,West,Aspen,Red,2,51,,,,,,,,,,,,
42735,Jessica,West,Bellen,Purple,4,94.8,,,,,,,,,,,,
42736,Mike,East,Aspen,Red,1,26,,,,,,,,,,,,
42736,Mike,West,Sunbell,Red,2,58,,,,,,,,,,,,
42736,Mike,East,Sunshine,Blue,10,202.5,,,,,,,,,,,,
42737,Julie,South,Sunbell,Rainbow,1,29.5,,,,,,,,,,,,
42737,Nicole,West,Doublers,Purple,3,242.85,,,,,,,,,,,,
42737,Nabil,South,Carlota,Red,1,25.95,,,,,,,,,,,,
42737,Mike,West,Carlota,Rainbow,3,71.85,,,,,,,,,,,,
42737,Mike,East,Bellen,Clear,2,46.9,,,,,,,,,,,,
42737,Mike,South,Sunbell,Red,3,75,,,,,,,,,,,,
42741,Jessica,West,Doublers,Clear,4,322.8,,,,,,,,,,,,
42741,Mike,West,Sunshine,Rainbow,1,22.95,,,,,,,,,,,,
42742,Julie,East,Aspen,Purple,2,43,,,,,,,,,,,,
42742,Mike,South,Quad,Red,2,69,,,,,,,,,,,,
42742,Adam,West,Carlota,Rainbow,3,71.85,,,,,,,,,,,,
42742,Julie,South,Bellen,Red,1,25.95,,,,,,,,,,,,
42742,Nabil,South,Sunshine,Purple,1,22.95,,,,,,,,,,,,
42743,Adam,South,Sunshine,Red,1,22.95,,,,,,,,,,,,
42743,Mike,West,Sunshine,Red,2,42.9,,,,,,,,,,,,
42743,Jessica,South,Sunbell,Clear,3,75,,,,,,,,,,,,
42744,Nicole,East,Bellen,Red,2,48.9,,,,,,,,,,,,
42744,Jessica,West,Sunbell,Blue,3,85.5,,,,,,,,,,,,
42745,Adam,East,Carlota,Rainbow,2,48.9,,,,,,,,,,,,
42745,Julie,East,Doublers,Red,2,48,,,,,,,,,,,,
42745,Adam,West,Quad,Blue,1,36,,,,,,,,,,,,
42745,Mike,West,Aspen,Red,1,27,,,,,,,,,,,,
42745,Nabil,South,Bellen,Red,1,25.95,,,,,,,,,,,,
42746,Mike,South,Quad,Rainbow,6,207,,,,,,,,,,,,
42746,Mike,West,Bellen,Clear,1,32,,,,,,,,,,,,
42746,Adam,West,Doublers,Blue,3,73.5,,,,,,,,,,,,
42746,Mike,East,Aspen,Red,2,49,,,,,,,,,,,,
42746,Nicole,West,Doublers,Clear,1,26.5,,,,,,,,,,,,
42747,Nicole,South,Sunshine,Clear,3,62.85,,,,,,,,,,,,
42747,Julie,South,Quad,Clear,2,69,,,,,,,,,,,,
42747,Jessica,South,Sunshine,Rainbow,2,42.9,,,,,,,,,,,,
42747,Jessica,South,Quad,Red,2,71,,,,,,,,,,,,
42747,Julie,South,Bellen,Red,2,48.9,,,,,,,,,,,,
42747,Nabil,West,Bellen,Purple,1,25.95,,,,,,,,,,,,
42747,Mike,East,Sunbell,Rainbow,1,26,,,,,,,,,,,,
42748,Nabil,South,Carlota,Red,2,48.9,,,,,,,,,,,,
42748,Nabil,West,Bellen,Red,2,48.9,,,,,,,,,,,,
42748,Adam,West,Aspen,Blue,19,364,,,,,,,,,,,,
42748,Mike,East,Sunbell,Clear,3,72,,,,,,,,,,,,
42748,Julie,East,Bellen,Blue,2,46.9,,,,,,,,,,,,
42748,Nabil,West,Quad,Blue,2,71,,,,,,,,,,,,
42749,Nabil,South,Bellen,Blue,1,25.95,,,,,,,,,,,,
42750,Mike,East,Aspen,Red,1,27,,,,,,,,,,,,
42750,Julie,South,Quad,Red,3,105,,,,,,,,,,,,
42750,Nabil,East,Aspen,Clear,3,60,,,,,,,,,,,,
42750,Nicole,South,Aspen,Rainbow,4,83,,,,,,,,,,,,
42750,Jessica,East,Aspen,Red,2,51,,,,,,,,,,,,
42750,Nabil,West,Doublers,Blue,3,73.5,,,,,,,,,,,,
42751,Julie,East,Bellen,Clear,1,31,,,,,,,,,,,,
42751,Adam,West,Quad,Red,2,71,,,,,,,,,,,,
42751,Mike,West,Bellen,Blue,8,235,,,,,,,,,,,,
42751,Julie,West,Quad,Blue,4,139,,,,,,,,,,,,
42751,Nicole,South,Aspen,Red,3,63,,,,,,,,,,,,
42752,Nicole,South,Aspen,Red,3,75,,,,,,,,,,,,
42752,Jessica,West,Bellen,Rainbow,1,33,,,,,,,,,,,,
42752,Julie,East,Sunshine,Clear,1,22.95,,,,,,,,,,,,
42752,Adam,East,Carlota,Clear,2,46.9,,,,,,,,,,,,
42753,Julie,South,Quad,Blue,1,37,,,,,,,,,,,,
42753,Julie,South,Aspen,Red,2,45,,,,,,,,,,,,
42753,Julie,South,Sunshine,Purple,1,22.95,,,,,,,,,,,,
42753,Nabil,East,Doublers,Clear,2,50,,,,,,,,,,,,
42753,Julie,East,Sunshine,Red,3,62.85,,,,,,,,,,,,
42754,Nabil,South,Sunbell,Blue,3,78,,,,,,,,,,,,
42754,Jessica,South,Sunbell,Blue,2,51,,,,,,,,,,,,
42754,Mike,South,Bellen,Red,3,90,,,,,,,,,,,,
42754,Jessica,South,Quad,Purple,10,183,,,,,,,,,,,,
42754,Julie,East,Bellen,Blue,2,59,,,,,,,,,,,,
42754,Nicole,West,Bellen,Red,2,63,,,,,,,,,,,,
42754,Mike,West,Aspen,Blue,3,75,,,,,,,,,,,,
42755,Jessica,East,Bellen,Rainbow,2,48.9,,,,,,,,,,,,
42755,Mike,East,Doublers,Red,1,25.5,,,,,,,,,,,,
42755,Julie,West,Carlota,Blue,2,48.9,,,,,,,,,,,,
42756,Adam,South,Bellen,Red,2,48.9,,,,,,,,,,,,
42756,Nabil,South,Quad,Clear,1,36,,,,,,,,,,,,
42756,Mike,East,Bellen,Red,4,90.8,,,,,,,,,,,,
42756,Jessica,South,Doublers,Rainbow,2,50,,,,,,,,,,,,
42756,Adam,West,Doublers,Red,2,50,,,,,,,,,,,,
42756,Mike,East,Aspen,Rainbow,2,49,,,,,,,,,,,,
42756,Jessica,South,Sunshine,Blue,1,22.95,,,,,,,,,,,,
42757,Mike,West,Carlota,Rainbow,2,48.9,,,,,,,,,,,,
42757,Mike,West,Bellen,Rainbow,2,48.9,,,,,,,,,,,,
42757,Nabil,West,Carlota,Red,3,71.85,,,,,,,,,,,,
42758,Nabil,South,Sunshine,Blue,3,62.85,,,,,,,,,,,,
42758,Nabil,West,Bellen,Purple,1,25.95,,,,,,,,,,,,
42758,Julie,West,Carlota,Blue,1,25.95,,,,,,,,,,,,
42758,Nabil,West,Aspen,Rainbow,2,51,,,,,,,,,,,,
42759,Mike,West,Sunshine,Clear,2,42.9,,,,,,,,,,,,
42759,Mike,West,Sunshine,Red,4,82.8,,,,,,,,,,,,
42759,Julie,South,Sunshine,Red,24,457.8,,,,,,,,,,,,
42760,Mike,West,Bellen,Blue,2,48.9,,,,,,,,,,,,
42760,Jessica,West,Aspen,Purple,2,43,,,,,,,,,,,,
42761,Nabil,South,Aspen,Purple,2,51,,,,,,,,,,,,
42761,Julie,East,Quad,Blue,1,36,,,,,,,,,,,,
42762,Nicole,South,Sunbell,Purple,3,78,,,,,,,,,,,,
42762,Julie,East,Sunshine,Rainbow,1,21.95,,,,,,,,,,,,
42762,Adam,West,Sunbell,Clear,1,30.5,,,,,,,,,,,,
42762,Nicole,West,Sunbell,Red,11,264.25,,,,,,,,,,,,
42762,Mike,East,Sunbell,Red,2,49,,,,,,,,,,,,
42763,Nicole,South,Quad,Red,17,552.1,,,,,,,,,,,,
42763,Julie,South,Doublers,Red,1,25.5,,,,,,,,,,,,
42763,Adam,East,Doublers,Blue,2,48,,,,,,,,,,,,
42764,Mike,South,Sunbell,Red,2,58,,,,,,,,,,,,
42764,Nabil,South,Quad,Blue,1,36,,,,,,,,,,,,
42764,Julie,South,Sunbell,Red,2,51,,,,,,,,,,,,
42764,Julie,South,Doublers,Rainbow,4,314.8,,,,,,,,,,,,
42764,Nabil,West,Sunshine,Red,3,62.85,,,,,,,,,,,,
42765,Nabil,South,Carlota,Blue,2,48.9,,,,,,,,,,,,
42765,Jessica,East,Bellen,Red,2,46.9,,,,,,,,,,,,
42765,Mike,South,Aspen,Purple,2,43,,,,,,,,,,,,
42765,Mike,East,Bellen,Red,2,61,,,,,,,,,,,,
42765,Mike,East,Aspen,Blue,2,49,,,,,,,,,,,,
42765,Adam,East,Carlota,Red,2,46.9,,,,,,,,,,,,
42765,Jessica,West,Quad,Clear,2,69,,,,,,,,,,,,
42766,Adam,West,Quad,Blue,2,69,,,,,,,,,,,,
42766,Julie,West,Bellen,Purple,2,48.9,,,,,,,,,,,,
42766,Nabil,East,Sunshine,Blue,3,59.85,,,,,,,,,,,,
42766,Mike,West,Bellen,Clear,2,48.9,,,,,,,,,,,,
42767,Julie,South,Sunshine,Purple,1,22.95,,,,,,,,,,,,
42767,Nicole,South,Quad,Purple,3,102,,,,,,,,,,,,
42767,Mike,East,Doublers,Blue,1,25.5,,,,,,,,,,,,
42767,Jessica,West,Bellen,Red,3,71.85,,,,,,,,,,,,
42767,Jessica,East,Quad,Rainbow,2,69,,,,,,,,,,,,
42767,Julie,South,Bellen,Purple,2,48.9,,,,,,,,,,,,
42767,Nicole,West,Sunbell,Purple,3,78,,,,,,,,,,,,
42767,Adam,West,Carlota,Blue,3,71.85,,,,,,,,,,,,
42768,Mike,East,Carlota,Purple,3,71.85,,,,,,,,,,,,
42768,Mike,South,Quad,Red,2,69,,,,,,,,,,,,
42768,Julie,West,Bellen,Rainbow,1,25.95,,,,,,,,,,,,
42769,Nicole,West,Aspen,Red,3,63,,,,,,,,,,,,
42769,Nicole,West,Sunbell,Clear,3,78,,,,,,,,,,,,
42769,Nabil,West,Bellen,Red,2,48.9,,,,,,,,,,,,
42769,Mike,West,Sunbell,Blue,2,53,,,,,,,,,,,,
42770,Jessica,South,Sunbell,Red,3,75,,,,,,,,,,,,
42771,Julie,East,Doublers,Red,1,78.95,,,,,,,,,,,,
42771,Julie,West,Carlota,Blue,2,48.9,,,,,,,,,,,,
42772,Mike,South,Bellen,Blue,3,71.85,,,,,,,,,,,,
42772,Julie,South,Sunbell,Rainbow,3,75,,,,,,,,,,,,
42772,Nicole,East,Sunshine,Purple,2,40.9,,,,,,,,,,,,
42772,Adam,West,Quad,Blue,2,71,,,,,,,,,,,,
42772,Mike,East,Aspen,Blue,1,27,,,,,,,,,,,,
42772,Jessica,West,Aspen,Rainbow,2,53,,,,,,,,,,,,
42773,Mike,East,Bellen,Blue,1,24.95,,,,,,,,,,,,
42773,Mike,West,Bellen,Rainbow,2,48.9,,,,,,,,,,,,
42773,Jessica,West,Quad,Red,1,37,,,,,,,,,,,,
42773,Nicole,South,Quad,Blue,11,347.85,,,,,,,,,,,,
42774,Jessica,West,Doublers,Clear,2,50,,,,,,,,,,,,
42774,Mike,South,Bellen,Purple,3,71.85,,,,,,,,,,,,
42775,Nabil,South,Carlota,Clear,3,71.85,,,,,,,,,,,,
42775,Julie,West,Aspen,Red,3,66,,,,,,,,,,,,
42775,Nabil,South,Quad,Red,1,36,,,,,,,,,,,,
42775,Nabil,South,Sunbell,Red,1,27,,,,,,,,,,,,
42775,Nabil,South,Doublers,Blue,2,158.9,,,,,,,,,,,,
42775,Mike,West,Doublers,Purple,7,167.5,,,,,,,,,,,,
42776,Nicole,South,Sunbell,Red,1,28,,,,,,,,,,,,
42776,Nicole,South,Sunshine,Blue,1,22.95,,,,,,,,,,,,
42776,Julie,East,Bellen,Rainbow,1,24.95,,,,,,,,,,,,
42776,Mike,West,Sunshine,Clear,3,62.85,,,,,,,,,,,,
42777,Julie,South,Sunshine,Red,1,22.95,,,,,,,,,,,,
42777,Nicole,West,Quad,Blue,3,105,,,,,,,,,,,,
42777,Nicole,South,Sunshine,Rainbow,3,62.85,,,,,,,,,,,,
42777,Nabil,South,Bellen,Clear,2,48.9,,,,,,,,,,,,
42777,Julie,West,Doublers,Clear,1,82.95,,,,,,,,,,,,
42778,Mike,East,Aspen,Red,2,49,,,,,,,,,,,,
42778,Nicole,East,Bellen,Red,20,439,,,,,,,,,,,,
42779,Nabil,East,Doublers,Rainbow,3,230.85,,,,,,,,,,,,
42779,Nabil,West,Carlota,Red,2,48.9,,,,,,,,,,,,
42779,Mike,East,Bellen,Rainbow,1,24.95,,,,,,,,,,,,
42780,Nicole,West,Quad,Purple,2,71,,,,,,,,,,,,
42780,Nabil,South,Aspen,Rainbow,3,63,,,,,,,,,,,,
42780,Jessica,West,Sunshine,Clear,3,62.85,,,,,,,,,,,,
42780,Nabil,West,Aspen,Rainbow,3,66,,,,,,,,,,,,
42780,Julie,East,Bellen,Clear,2,59,,,,,,,,,,,,
42780,Julie,West,Bellen,Blue,3,90,,,,,,,,,,,,
42780,Julie,West,Sunshine,Rainbow,2,42.9,,,,,,,,,,,,
42781,Mike,South,Sunbell,Red,2,51,,,,,,,,,,,,
42781,Nicole,West,Quad,Red,1,36,,,,,,,,,,,,
42781,Mike,East,Quad,Blue,1,36,,,,,,,,,,,,
42781,Jessica,East,Bellen,Blue,2,48.9,,,,,,,,,,,,
42781,Julie,West,Doublers,Clear,2,50,,,,,,,,,,,,
42782,Nicole,West,Quad,Red,2,71,,,,,,,,,,,,
42782,Mike,West,Sunbell,Purple,2,58,,,,,,,,,,,,
42783,Nabil,South,Bellen,Clear,16,351.8,,,,,,,,,,,,
42783,Mike,East,Doublers,Red,3,70.5,,,,,,,,,,,,
42783,Jessica,South,Sunbell,Clear,2,56,,,,,,,,,,,,
42783,Julie,East,Carlota,Blue,23,504.4,,,,,,,,,,,,
42783,Julie,West,Carlota,Red,3,71.85,,,,,,,,,,,,
42784,Julie,East,Aspen,Purple,2,49,,,,,,,,,,,,
42784,Jessica,West,Quad,Clear,3,102,,,,,,,,,,,,
42784,Julie,West,Aspen,Red,1,27,,,,,,,,,,,,
42784,Julie,East,Sunbell,Red,1,27,,,,,,,,,,,,
42784,Mike,West,Bellen,Purple,2,61,,,,,,,,,,,,
42785,Julie,West,Sunshine,Red,1,22.95,,,,,,,,,,,,
42785,Nicole,West,Quad,Clear,2,71,,,,,,,,,,,,
42786,Nabil,South,Aspen,Clear,2,43,,,,,,,,,,,,
